223,"Green Mr. George Henry",0,S
224,"Nenkoff Mr. Christo",0,S
225,"Hoyt Mr. Frederick Maxfield",1,S
226,"Berglund Mr. Karl Ivar Sven",0,S
227,"Mellors Mr. William John",1,S
228,"Lovell Mr. John Hall (""Henry"")",0,S
229,"Fahlstrom Mr. Arne Jonas",0,S
230,"Lefebre Miss. Mathilde",0,S
231,"Harris Mrs. Henry Birkhardt (Irene Wallach)",1,S
232,"Larsson Mr. Bengt Edvin",0,S
233,"Sjostedt Mr. Ernst Adolf",0,S
234,"Asplund Miss. Lillian Gertrud",1,S
235,"Leyson Mr. Robert William Norman",0,S
236,"Harknett Miss. Alice Phoebe",0,S
237,"Hold Mr. Stephen",0,S
238,"Collyer Miss. Marjorie ""Lottie""",1,S
239,"Pengelly Mr. Frederick William",0,S
240,"Hunt Mr. George Henry",0,S
241,"Zabour Miss. Thamine",0,C
242,"Murphy Miss. Katherine ""Kate""",1,Q
243,"Coleridge Mr. Reginald Charles",0,S
244,"Maenpaa Mr. Matti Alexanteri",0,S
245,"Attalah Mr. Sleiman",0,C
246,"Minahan Dr. William Edward",0,Q
247,"Lindahl Miss. Agda Thorilda Viktoria",0,S
248,"Hamalainen Mrs. William (Anna)",1,S
249,"Beckwith Mr. Richard Leonard",1,S
250,"Carter Rev. Ernest Courtenay",0,S
251,"Reed Mr. James George",0,S
252,"Strom Mrs. Wilhelm (Elna Matilda Persson)",0,S
253,"Stead Mr. William Thomas",0,S
254,"Lobb Mr. William Arthur",0,S
255,"Rosblom Mrs. Viktor (Helena Wilhelmina)",0,S
256,"Touma Mrs. Darwis (Hanne Youssef Razi)",1,C
257,"Thorne Mrs. Gertrude Maybelle",1,C
258,"Cherry Miss. Gladys",1,S
259,"Ward Miss. Anna",1,C
260,"Parrish Mrs. (Lutie Davis)",1,S
261,"Smith Mr. Thomas",0,Q
262,"Asplund Master. Edvin Rojj Felix",1,S
263,"Taussig Mr. Emil",0,S
264,"Harrison Mr. William",0,S
265,"Henry Miss. Delia",0,Q
266,"Reeves Mr. David",0,S
267,"Panula Mr. Ernesti Arvid",0,S
268,"Persson Mr. Ernst Ulrik",1,S
269,"Graham Mrs. William Thompson (Edith Junkins)",1,S
270,"Bissette Miss. Amelia",1,S
271,"Cairns Mr. Alexander",0,S
272,"Tornquist Mr. William Henry",1,S
273,"Mellinger Mrs. (Elizabeth Anne Maidment)",1,S
274,"Natsch Mr. Charles H",0,C
275,"Healy Miss. Hanora ""Nora""",1,Q
276,"Andrews Miss. Kornelia Theodosia",1,S
277,"Lindblom Miss. Augusta Charlotta",0,S
278,"Parkes Mr. Francis ""Frank""",0,S
279,"Rice Master. Eric",0,Q
280,"Abbott Mrs. Stanton (Rosa Hunt)",1,S
281,"Duane Mr. Frank",0,Q
282,"Olsson Mr. Nils Johan Goransson",0,S
283,"de Pelsmaeker Mr. Alfons",0,S
284,"Dorking Mr. Edward Arthur",1,S
285,"Smith Mr. Richard William",0,S
286,"Stankovic Mr. Ivan",0,C
287,"de Mulder Mr. Theodore",1,S
288,"Naidenoff Mr. Penko",0,S
289,"Hosono Mr. Masabumi",1,S
290,"Connolly Miss. Kate",1,Q
291,"Barber Miss. Ellen ""Nellie""",1,S
292,"Bishop Mrs. Dickinson H (Helen Walton)",1,C
293,"Levy Mr. Rene Jacques",0,C
294,"Haas Miss. Aloisia",0,S
295,"Mineff Mr. Ivan",0,S
296,"Lewy Mr. Ervin G",0,C
297,"Hanna Mr. Mansour",0,C
298,"Allison Miss. Helen Loraine",0,S
299,"Saalfeld Mr. Adolphe",1,S
300,"Baxter Mrs. James (Helene DeLaudeniere Chaput)",1,C
301,"Kelly Miss. Anna Katherine ""Annie Kate""",1,Q
302,"McCoy Mr. Bernard",1,Q
303,"Johnson Mr. William Cahoone Jr",0,S
304,"Keane Miss. Nora A",1,Q
305,"Williams Mr. Howard Hugh ""Harry""",0,S
306,"Allison Master. Hudson Trevor",1,S
307,"Fleming Miss. Margaret",1,C
308,"Penasco y Castellana Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,C
309,"Abelson Mr. Samuel",0,C
310,"Francatelli Miss. Laura Mabel",1,C
311,"Hays Miss. Margaret Bechstein",1,C
312,"Ryerson Miss. Emily Borie",1,C
313,"Lahtinen Mrs. William (Anna Sylfven)",0,S
314,"Hendekovic Mr. Ignjac",0,S
315,"Hart Mr. Benjamin",0,S
316,"Nilsson Miss. Helmina Josefina",1,S
317,"Kantor Mrs. Sinai (Miriam Sternin)",1,S
318,"Moraweck Dr. Ernest",0,S
319,"Wick Miss. Mary Natalie",1,S
320,"Spedden Mrs. Frederic Oakley (Margaretta Corning Stone)",1,C
321,"Dennis Mr. Samuel",0,S
322,"Danoff Mr. Yoto",0,S
323,"Slayter Miss. Hilda Mary",1,Q
324,"Caldwell Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,S
325,"Sage Mr. George John Jr",0,S
326,"Young Miss. Marie Grice",1,C
327,"Nysveen Mr. Johan Hansen",0,S
328,"Ball Mrs. (Ada E Hall)",1,S
329,"Goldsmith Mrs. Frank John (Emily Alice Brown)",1,S
330,"Hippach Miss. Jean Gertrude",1,C
331,"McCoy Miss. Agnes",1,Q
332,"Partner Mr. Austen",0,S
333,"Graham Mr. George Edward",0,S
334,"Vander Planke Mr. Leo Edmondus",0,S
335,"Frauenthal Mrs. Henry William (Clara Heinsheimer)",1,S
336,"Denkoff Mr. Mitto",0,S
337,"Pears Mr. Thomas Clinton",0,S
338,"Burns Miss. Elizabeth Margaret",1,C
339,"Dahl Mr. Karl Edwart",1,S
340,"Blackwell Mr. Stephen Weart",0,S
341,"Navratil Master. Edmond Roger",1,S
342,"Fortune Miss. Alice Elizabeth",1,S
343,"Collander Mr. Erik Gustaf",0,S
344,"Sedgwick Mr. Charles Frederick Waddington",0,S
345,"Fox Mr. Stanley Hubert",0,S
346,"Brown Miss. Amelia ""Mildred""",1,S
347,"Smith Miss. Marion Elsie",1,S
348,"Davison Mrs. Thomas Henry (Mary E Finck)",1,S
349,"Coutts Master. William Loch ""William""",1,S
350,"Dimic Mr. Jovan",0,S
351,"Odahl Mr. Nils Martin",0,S
352,"Williams-Lambert Mr. Fletcher Fellows",0,S
353,"Elias Mr. Tannous",0,C
354,"Arnold-Franchi Mr. Josef",0,S
355,"Yousif Mr. Wazli",0,C
356,"Vanden Steen Mr. Leo Peter",0,S
357,"Bowerman Miss. Elsie Edith",1,S
358,"Funk Miss. Annie Clemmer",0,S
359,"McGovern Miss. Mary",1,Q
360,"Mockler Miss. Helen Mary ""Ellie""",1,Q
361,"Skoog Mr. Wilhelm",0,S
362,"del Carlo Mr. Sebastiano",0,C
363,"Barbara Mrs. (Catherine David)",0,C
364,"Asim Mr. Adola",0,S
365,"O'Brien Mr. Thomas",0,Q
366,"Adahl Mr. Mauritz Nils Martin",0,S
367,"Warren Mrs. Frank Manley (Anna Sophia Atkinson)",1,C
368,"Moussa Mrs. (Mantoura Boulos)",1,C
369,"Jermyn Miss. Annie",1,Q
370,"Aubart Mme. Leontine Pauline",1,C
371,"Harder Mr. George Achilles",1,C
372,"Wiklund Mr. Jakob Alfred",0,S
373,"Beavan Mr. William Thomas",0,S
374,"Ringhini Mr. Sante",0,C
375,"Palsson Miss. Stina Viola",0,S
376,"Meyer Mrs. Edgar Joseph (Leila Saks)",1,C
377,"Landergren Miss. Aurora Adelia",1,S
378,"Widener Mr. Harry Elkins",0,C
379,"Betros Mr. Tannous",0,C
380,"Gustafsson Mr. Karl Gideon",0,S
381,"Bidois Miss. Rosalie",1,C
382,"Nakid Miss. Maria (""Mary"")",1,C
383,"Tikkanen Mr. Juho",0,S
384,"Holverson Mrs. Alexander Oskar (Mary Aline Towner)",1,S
385,"Plotcharsky Mr. Vasil",0,S
386,"Davies Mr. Charles Henry",0,S
387,"Goodwin Master. Sidney Leonard",0,S
388,"Buss Miss. Kate",1,S
389,"Sadlier Mr. Matthew",0,Q
390,"Lehmann Miss. Bertha",1,C
391,"Carter Mr. William Ernest",1,S
392,"Jansson Mr. Carl Olof",1,S
393,"Gustafsson Mr. Johan Birger",0,S
394,"Newell Miss. Marjorie",1,C
395,"Sandstrom Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,S
396,"Johansson Mr. Erik",0,S
397,"Olsson Miss. Elina",0,S
398,"McKane Mr. Peter David",0,S
399,"Pain Dr. Alfred",0,S
400,"Trout Mrs. William H (Jessie L)",1,S
401,"Niskanen Mr. Juha",1,S
402,"Adams Mr. John",0,S
403,"Jussila Miss. Mari Aina",0,S
404,"Hakkarainen Mr. Pekka Pietari",0,S
405,"Oreskovic Miss. Marija",0,S
406,"Gale Mr. Shadrach",0,S
407,"Widegren Mr. Carl/Charles Peter",0,S
408,"Richards Master. William Rowe",1,S
409,"Birkeland Mr. Hans Martin Monsen",0,S
410,"Lefebre Miss. Ida",0,S
411,"Sdycoff Mr. Todor",0,S
412,"Hart Mr. Henry",0,Q
413,"Minahan Miss. Daisy E",1,Q
414,"Cunningham Mr. Alfred Fleming",0,S
415,"Sundman Mr. Johan Julian",1,S
416,"Meek Mrs. Thomas (Annie Louise Rowley)",0,S
417,"Drew Mrs. James Vivian (Lulu Thorne Christian)",1,S
418,"Silven Miss. Lyyli Karoliina",1,S
419,"Matthews Mr. William John",0,S
420,"Van Impe Miss. Catharina",0,S
421,"Gheorgheff Mr. Stanio",0,C
422,"Charters Mr. David",0,Q
423,"Zimmerman Mr. Leo",0,S
424,"Danbom Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0,S
425,"Rosblom Mr. Viktor Richard",0,S
426,"Wiseman Mr. Phillippe",0,S
427,"Clarke Mrs. Charles V (Ada Maria Winfield)",1,S
428,"Phillips Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,S
429,"Flynn Mr. James",0,Q
430,"Pickard Mr. Berk (Berk Trembisky)",1,S
431,"Bjornstrom-Steffansson Mr. Mauritz Hakan",1,S
432,"Thorneycroft Mrs. Percival (Florence Kate White)",1,S
433,"Louch Mrs. Charles Alexander (Alice Adelaide Slow)",1,S
434,"Kallio Mr. Nikolai Erland",0,S
435,"Silvey Mr. William Baird",0,S
436,"Carter Miss. Lucile Polk",1,S
437,"Ford Miss. Doolina Margaret ""Daisy""",0,S
438,"Richards Mrs. Sidney (Emily Hocking)",1,S
439,"Fortune Mr. Mark",0,S
440,"Kvillner Mr. Johan Henrik Johannesson",0,S
441,"Hart Mrs. Benjamin (Esther Ada Bloomfield)",1,S
442,"Hampe Mr. Leon",0,S
443,"Petterson Mr. Johan Emil",0,S
444,"Reynaldo Ms. Encarnacion",1,S
445,"Johannesen-Bratthammer Mr. Bernt",1,S
446,"Dodge Master. Washington",1,S
447,"Mellinger Miss. Madeleine Violet",1,S
448,"Seward Mr. Frederic Kimber",1,S
449,"Baclini Miss. Marie Catherine",1,C
450,"Peuchen Major. Arthur Godfrey",1,S
451,"West Mr. Edwy Arthur",0,S
452,"Hagland Mr. Ingvald Olai Olsen",0,S
453,"Foreman Mr. Benjamin Laventall",0,C
454,"Goldenberg Mr. Samuel L",1,C
455,"Peduzzi Mr. Joseph",0,S
456,"Jalsevac Mr. Ivan",1,C
457,"Millet Mr. Francis Davis",0,S
458,"Kenyon Mrs. Frederick R (Marion)",1,S
459,"Toomey Miss. Ellen",1,S
460,"O'Connor Mr. Maurice",0,Q
461,"Anderson Mr. Harry",1,S
462,"Morley Mr. William",0,S
463,"Gee Mr. Arthur H",0,S
464,"Milling Mr. Jacob Christian",0,S
465,"Maisner Mr. Simon",0,S
466,"Goncalves Mr. Manuel Estanslas",0,S
467,"Campbell Mr. William",0,S
468,"Smart Mr. John Montgomery",0,S
469,"Scanlan Mr. James",0,Q
470,"Baclini Miss. Helene Barbara",1,C
471,"Keefe Mr. Arthur",0,S
472,"Cacic Mr. Luka",0,S
473,"West Mrs. Edwy Arthur (Ada Mary Worth)",1,S
474,"Jerwan Mrs. Amin S (Marie Marthe Thuillard)",1,C
475,"Strandberg Miss. Ida Sofia",0,S
476,"Clifford Mr. George Quincy",0,S
477,"Renouf Mr. Peter Henry",0,S
478,"Braund Mr. Lewis Richard",0,S
479,"Karlsson Mr. Nils August",0,S
480,"Hirvonen Miss. Hildur E",1,S
481,"Goodwin Master. Harold Victor",0,S
482,"Frost Mr. Anthony Wood ""Archie""",0,S
483,"Rouse Mr. Richard Henry",0,S
484,"Turkula Mrs. (Hedwig)",1,S
485,"Bishop Mr. Dickinson H",1,C
486,"Lefebre Miss. Jeannie",0,S
487,"Hoyt Mrs. Frederick Maxfield (Jane Anne Forby)",1,S
488,"Kent Mr. Edward Austin",0,C
489,"Somerton Mr. Francis William",0,S
490,"Coutts Master. Eden Leslie ""Neville""",1,S
491,"Hagland Mr. Konrad Mathias Reiersen",0,S
492,"Windelov Mr. Einar",0,S
493,"Molson Mr. Harry Markland",0,S
494,"Artagaveytia Mr. Ramon",0,C
495,"Stanley Mr. Edward Roland",0,S
496,"Yousseff Mr. Gerious",0,C
497,"Eustis Miss. Elizabeth Mussey",1,C
498,"Shellard Mr. Frederick William",0,S
499,"Allison Mrs. Hudson J C (Bessie Waldo Daniels)",0,S
500,"Svensson Mr. Olof",0,S
501,"Calic Mr. Petar",0,S
502,"Canavan Miss. Mary",0,Q
503,"O'Sullivan Miss. Bridget Mary",0,Q
504,"Laitinen Miss. Kristina Sofia",0,S
505,"Maioni Miss. Roberta",1,S
506,"Penasco y Castellana Mr. Victor de Satode",0,C
507,"Quick Mrs. Frederick Charles (Jane Richards)",1,S
508,"Bradley Mr. George (""George Arthur Brayton"")",1,S
509,"Olsen Mr. Henry Margido",0,S
510,"Lang Mr. Fang",1,S
511,"Daly Mr. Eugene Patrick",1,Q
512,"Webber Mr. James",0,S
513,"McGough Mr. James Robert",1,S
514,"Rothschild Mrs. Martin (Elizabeth L. Barrett)",1,C
515,"Coleff Mr. Satio",0,S
516,"Walker Mr. William Anderson",0,S
517,"Lemore Mrs. (Amelia Milley)",1,S
518,"Ryan Mr. Patrick",0,Q
519,"Angle Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,S
520,"Pavlovic Mr. Stefo",0,S
521,"Perreault Miss. Anne",1,S
522,"Vovk Mr. Janko",0,S
523,"Lahoud Mr. Sarkis",0,C
524,"Hippach Mrs. Louis Albert (Ida Sophia Fischer)",1,C
525,"Kassem Mr. Fared",0,C
526,"Farrell Mr. James",0,Q
527,"Ridsdale Miss. Lucy",1,S
528,"Farthing Mr. John",0,S
529,"Salonen Mr. Johan Werner",0,S
530,"Hocking Mr. Richard George",0,S
531,"Quick Miss. Phyllis May",1,S
532,"Toufik Mr. Nakli",0,C
533,"Elias Mr. Joseph Jr",0,C
534,"Peter Mrs. Catherine (Catherine Rizk)",1,C
535,"Cacic Miss. Marija",0,S
536,"Hart Miss. Eva Miriam",1,S
537,"Butt Major. Archibald Willingham",0,S
538,"LeRoy Miss. Bertha",1,C
539,"Risien Mr. Samuel Beard",0,S
540,"Frolicher Miss. Hedwig Margaritha",1,C
541,"Crosby Miss. Harriet R",1,S
542,"Andersson Miss. Ingeborg Constanzia",0,S
543,"Andersson Miss. Sigrid Elisabeth",0,S
544,"Beane Mr. Edward",1,S
545,"Douglas Mr. Walter Donald",0,C
546,"Nicholson Mr. Arthur Ernest",0,S
547,"Beane Mrs. Edward (Ethel Clarke)",1,S
548,"Padro y Manent Mr. Julian",1,C
549,"Goldsmith Mr. Frank John",0,S
550,"Davies Master. John Morgan Jr",1,S
551,"Thayer Mr. John Borland Jr",1,C
552,"Sharp Mr. Percival James R",0,S
553,"O'Brien Mr. Timothy",0,Q
554,"Leeni Mr. Fahim (""Philip Zenni"")",1,C
555,"Ohman Miss. Velin",1,S
556,"Wright Mr. George",0,S
557,"Duff Gordon Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,C
558,"Robbins Mr. Victor",0,C
559,"Taussig Mrs. Emil (Tillie Mandelbaum)",1,S
560,"de Messemaeker Mrs. Guillaume Joseph (Emma)",1,S
561,"Morrow Mr. Thomas Rowan",0,Q
562,"Sivic Mr. Husein",0,S
563,"Norman Mr. Robert Douglas",0,S
564,"Simmons Mr. John",0,S
565,"Meanwell Miss. (Marion Ogden)",0,S
566,"Davies Mr. Alfred J",0,S
567,"Stoytcheff Mr. Ilia",0,S
568,"Palsson Mrs. Nils (Alma Cornelia Berglund)",0,S
569,"Doharr Mr. Tannous",0,C
570,"Jonsson Mr. Carl",1,S
571,"Harris Mr. George",1,S
572,"Appleton Mrs. Edward Dale (Charlotte Lamson)",1,S
573,"Flynn Mr. John Irwin (""Irving"")",1,S
574,"Kelly Miss. Mary",1,Q
575,"Rush Mr. Alfred George John",0,S
576,"Patchett Mr. George",0,S
577,"Garside Miss. Ethel",1,S
578,"Silvey Mrs. William Baird (Alice Munger)",1,S
579,"Caram Mrs. Joseph (Maria Elias)",0,C
580,"Jussila Mr. Eiriik",1,S
581,"Christy Miss. Julie Rachel",1,S
582,"Thayer Mrs. John Borland (Marian Longstreth Morris)",1,C
583,"Downton Mr. William James",0,S
584,"Ross Mr. John Hugo",0,C
585,"Paulner Mr. Uscher",0,C
586,"Taussig Miss. Ruth",1,S
